firm,year,overall_rating,work_life_balance,culture_values,career_opp,comp_benefits,senior_mgmt
Standard-Life-Aberdeen,2020,3.5,3.7,3.2,3.0,3.6,2.9
Standard-Life-Aberdeen,2021,3.3,3.7,3.2,3.0,3.3,2.7
Student-Loans-Company,2014,4.0,,,,,
Student-Loans-Company,2015,3.3,3.9,2.8,3.1,3.2,2.1
Student-Loans-Company,2016,2.9,3.7,3.1,3.1,3.0,2.6
Student-Loans-Company,2017,2.6,3.1,2.4,2.5,2.4,2.0
Student-Loans-Company,2018,2.7,3.4,2.5,2.5,2.2,2.4
Student-Loans-Company,2019,2.3,3.0,2.2,2.3,2.3,2.0
Student-Loans-Company,2020,2.8,3.4,2.7,2.5,2.9,2.4
Student-Loans-Company,2021,3.5,3.1,2.9,2.8,2.7,2.7
Surrey-County-Council,2011,5.0,5.0,,4.0,3.0,4.0
Surrey-County-Council,2012,2.0,2.0,4.0,2.0,3.0,3.0
Surrey-County-Council,2013,4.0,5.0,4.0,4.0,5.0,4.0
Surrey-County-Council,2014,1.0,3.0,1.0,1.0,3.0,1.0
Surrey-County-Council,2015,3.4,3.8,3.4,3.0,3.2,3.4
Surrey-County-Council,2016,2.6,3.8,2.6,2.5,2.5,2.5
Surrey-County-Council,2017,2.5,3.2,2.3,2.0,2.7,2.0
Surrey-County-Council,2018,2.8,3.0,2.5,2.5,3.1,2.2
Surrey-County-Council,2019,2.6,3.0,2.5,1.9,2.5,2.0
Surrey-County-Council,2020,3.5,3.4,3.1,3.1,2.9,3.3
Surrey-County-Council,2021,3.6,4.3,3.3,3.5,3.4,3.4
Sytner,2014,1.0,5.0,3.0,1.0,1.0,3.0
Sytner,2015,2.3,1.5,2.5,1.5,1.0,1.5
Sytner,2016,3.2,3.3,3.1,3.2,2.9,3.4
Sytner,2017,3.5,3.3,3.9,3.6,3.6,3.6
Sytner,2018,4.7,4.4,4.5,4.6,4.6,4.5
Sytner,2019,4.2,4.0,4.3,4.3,4.2,4.1
Sytner,2020,4.1,3.7,4.0,4.0,4.0,3.8
Sytner,2021,3.9,3.7,4.0,3.8,3.9,3.8
TLT,2015,5.0,4.0,5.0,5.0,4.0,5.0
TLT,2016,2.8,2.8,2.5,2.5,2.7,2.3
TLT,2017,3.1,3.5,3.1,2.9,3.2,3.0
TLT,2018,4.3,4.2,4.2,3.7,3.6,3.9
TLT,2019,3.3,3.1,3.5,2.5,2.5,2.8
TLT,2020,3.7,3.6,3.0,3.0,3.2,2.6
TLT,2021,3.8,3.5,3.9,2.9,3.2,3.3
TUI-Group,2008,5.0,4.0,,4.0,4.0,4.0
TUI-Group,2009,3.0,3.0,,2.0,3.0,1.0
TUI-Group,2010,2.0,1.0,,2.0,2.0,2.0
TUI-Group,2011,3.0,3.0,,2.5,3.0,3.0
TUI-Group,2012,3.0,3.0,3.0,3.5,2.5,2.0
TUI-Group,2013,3.0,4.0,3.0,3.5,2.5,2.0
TUI-Group,2014,3.0,3.1,3.1,2.4,2.9,2.6
TUI-Group,2015,3.1,3.1,3.1,2.9,3.3,2.3
TUI-Group,2016,3.3,3.0,3.3,3.0,3.1,2.9
TUI-Group,2017,3.1,2.9,3.0,2.8,3.0,2.5
TUI-Group,2018,3.3,2.8,3.3,3.4,3.2,3.0
TUI-Group,2019,3.7,3.5,3.7,3.6,3.4,3.4
TUI-Group,2020,4.0,3.5,3.8,3.7,3.6,3.4
TUI-Group,2021,4.1,4.0,4.0,3.7,3.9,3.6
Tate,2014,1.0,2.0,1.0,1.0,1.0,1.0
Tate,2016,2.0,2.0,2.3,2.0,2.0,2.0
Tate,2017,3.1,3.1,3.4,2.3,2.6,2.1
Tate,2018,3.0,3.1,3.3,1.8,2.4,2.3
Tate,2019,3.9,3.7,4.3,2.9,3.4,3.1
Tate,2020,3.4,3.3,3.4,2.7,2.9,2.2
Tate,2021,3.7,3.9,3.5,2.1,3.1,3.0
Tate-Recruitment,2015,4.5,3.5,4.5,4.2,3.2,4.5
Tate-Recruitment,2016,3.7,3.1,3.9,3.4,3.5,3.6
Tate-Recruitment,2017,4.0,3.8,3.9,4.2,4.1,4.0
Tate-Recruitment,2018,3.6,3.6,3.9,3.6,3.5,3.5
Tate-Recruitment,2019,4.2,4.3,4.1,4.1,3.9,4.2
Tate-Recruitment,2020,3.5,3.0,3.5,2.8,2.7,3.3
Tate-Recruitment,2021,3.5,4.0,3.6,3.2,3.2,3.2
Taylor-Wimpey,2014,4.0,3.7,3.3,4.7,4.0,3.7
Taylor-Wimpey,2015,3.5,2.8,3.5,3.0,3.0,3.3
Taylor-Wimpey,2016,3.8,3.8,4.0,3.6,3.2,3.6
Taylor-Wimpey,2017,4.5,4.1,4.5,4.2,4.1,4.2
Taylor-Wimpey,2018,4.4,4.0,4.2,4.1,4.0,4.0
Taylor-Wimpey,2019,4.3,3.9,4.3,4.0,4.2,4.0
Taylor-Wimpey,2020,4.7,4.3,4.7,4.3,4.5,4.5
Taylor-Wimpey,2021,4.2,3.8,4.2,3.6,4.0,3.8
Tengizchevroil,2012,3.0,3.0,3.0,3.0,3.0,2.0
Tengizchevroil,2013,4.0,3.0,3.0,2.0,2.0,4.0
Tengizchevroil,2014,4.0,4.0,4.0,3.5,4.0,3.0
Tengizchevroil,2015,4.6,4.1,4.3,3.9,3.9,4.4
Tengizchevroil,2016,4.1,3.7,4.2,3.2,3.8,3.2
Tengizchevroil,2017,4.4,4.9,4.7,3.9,4.1,4.0
Tengizchevroil,2018,5.0,4.8,5.0,4.8,4.9,4.4
Tengizchevroil,2019,4.4,4.0,4.4,4.4,4.0,3.9
Tengizchevroil,2020,4.4,4.2,4.5,4.2,4.1,4.1
Tengizchevroil,2021,4.4,3.8,4.5,3.8,4.3,3.7
Tesco,2008,2.8,3.0,,2.5,3.0,2.5
Tesco,2009,2.8,3.4,,2.6,2.6,2.6
Tesco,2010,2.5,2.6,,2.2,2.4,2.2
Tesco,2011,3.3,3.1,,3.5,3.5,3.0
Tesco,2012,3.2,2.8,3.3,3.3,3.1,2.7
Tesco,2013,3.3,3.2,3.3,3.2,3.3,2.9
Tesco,2014,3.2,3.2,3.0,3.0,3.3,2.5
Tesco,2015,3.4,3.2,3.3,3.2,3.4,2.8
Tesco,2016,3.4,3.2,3.2,3.1,3.3,2.8
Tesco,2017,3.5,3.3,3.4,3.0,3.3,2.8
Tesco,2018,3.5,3.3,3.3,3.0,3.3,2.9
Tesco,2019,3.6,3.3,3.3,3.0,3.3,2.9
Tesco,2020,3.9,3.5,3.5,3.3,3.5,3.2
Tesco,2021,3.8,3.5,3.5,3.2,3.4,3.1
The-Access-Group-UK,2014,5.0,5.0,5.0,4.0,4.0,4.0
The-Access-Group-UK,2015,4.0,3.6,4.6,4.6,4.0,4.2
The-Access-Group-UK,2016,3.8,3.4,3.8,3.6,3.7,3.7
The-Access-Group-UK,2017,3.4,3.4,3.6,3.3,3.3,3.3
The-Access-Group-UK,2018,3.0,2.7,3.1,3.0,3.1,2.9
The-Access-Group-UK,2019,3.3,3.3,3.4,3.5,3.4,3.1
The-Access-Group-UK,2020,4.1,4.2,4.3,4.1,4.0,4.2
The-Access-Group-UK,2021,4.2,4.2,4.4,4.1,4.0,4.2
The-British-Army,2008,3.7,2.7,,3.7,3.0,3.3
The-British-Army,2009,3.7,4.3,,4.0,4.0,3.7
The-British-Army,2010,4.0,3.8,,3.8,4.0,3.8
The-British-Army,2011,3.1,3.0,,2.8,3.1,2.7
The-British-Army,2012,3.8,2.6,4.4,3.7,3.5,3.2
The-British-Army,2013,3.9,2.8,3.9,4.0,3.5,2.8
The-British-Army,2014,3.6,2.6,4.2,4.0,3.4,3.0
The-British-Army,2015,3.8,2.7,3.9,3.8,3.6,2.8
The-British-Army,2016,3.7,2.6,4.0,3.8,3.4,2.9
The-British-Army,2017,3.7,2.7,4.1,3.8,3.4,2.6
The-British-Army,2018,3.7,2.6,4.0,3.8,3.5,2.8
The-British-Army,2019,3.9,2.8,4.2,3.9,3.6,3.0
The-British-Army,2020,3.9,2.8,4.1,4.2,3.8,3.1
The-British-Army,2021,3.8,2.8,4.0,4.1,3.7,3.0
The-Church-of-Jesus-Christ-of-Latter-day-Saints,2008,3.0,5.0,,4.0,1.0,1.0
The-Church-of-Jesus-Christ-of-Latter-day-Saints,2009,3.5,4.0,,2.5,3.0,2.0
The-Church-of-Jesus-Christ-of-Latter-day-Saints,2010,3.0,4.0,,2.3,3.0,3.7
The-Church-of-Jesus-Christ-of-Latter-day-Saints,2011,3.8,4.5,,2.5,3.3,3.2
The-Church-of-Jesus-Christ-of-Latter-day-Saints,2012,4.3,4.6,4.6,3.4,3.8,3.8
The-Church-of-Jesus-Christ-of-Latter-day-Saints,2013,4.6,4.5,4.5,3.5,4.1,3.9
The-Church-of-Jesus-Christ-of-Latter-day-Saints,2014,4.3,4.6,4.4,3.5,4.1,4.0
The-Church-of-Jesus-Christ-of-Latter-day-Saints,2015,4.1,4.3,4.3,3.4,3.8,3.7
The-Church-of-Jesus-Christ-of-Latter-day-Saints,2016,4.1,4.3,4.4,3.4,3.6,3.8
The-Church-of-Jesus-Christ-of-Latter-day-Saints,2017,4.4,4.3,4.5,3.6,4.0,3.8
The-Church-of-Jesus-Christ-of-Latter-day-Saints,2018,4.1,4.3,4.4,3.3,3.8,3.7
The-Church-of-Jesus-Christ-of-Latter-day-Saints,2019,4.1,4.5,4.3,3.3,4.0,3.7
The-Church-of-Jesus-Christ-of-Latter-day-Saints,2020,4.3,4.3,4.5,3.5,4.1,3.9
The-Church-of-Jesus-Christ-of-Latter-day-Saints,2021,4.4,4.4,4.5,3.6,4.2,4.0
The-Coal-Authority,2018,2.0,2.5,2.0,2.0,2.0,1.5
The-Coal-Authority,2019,2.5,3.0,3.5,3.5,4.5,2.5
The-Coal-Authority,2020,2.8,4.8,3.0,2.0,2.8,2.0
The-Coal-Authority,2021,3.0,3.3,3.3,2.3,4.3,2.7
The-Department-for-Education-UK,2011,5.0,5.0,,4.0,3.0,4.0
The-Department-for-Education-UK,2013,1.0,2.0,3.0,3.0,2.0,3.0
The-Department-for-Education-UK,2014,2.8,4.5,2.8,3.5,4.2,2.0
The-Department-for-Education-UK,2015,4.1,4.1,4.6,3.8,3.2,3.4
The-Department-for-Education-UK,2016,3.1,3.6,2.8,3.3,3.2,2.7
The-Department-for-Education-UK,2017,3.0,3.3,2.3,3.0,2.6,2.0
The-Department-for-Education-UK,2018,4.0,3.9,4.0,3.8,3.6,3.7
The-Department-for-Education-UK,2019,3.8,4.2,3.8,3.7,3.8,3.5
The-Department-for-Education-UK,2020,4.0,4.2,4.0,4.2,3.9,3.6
The-Department-for-Education-UK,2021,4.1,4.3,4.2,4.1,3.3,3.7
The-Ivy-Collection,2015,2.0,4.0,,5.0,,
The-Ivy-Collection,2017,4.6,4.1,4.6,4.8,4.2,4.4
The-Ivy-Collection,2018,3.0,2.2,2.9,3.4,2.9,2.9
The-Ivy-Collection,2019,3.8,3.2,3.6,3.8,3.5,3.6
The-Ivy-Collection,2020,3.2,2.6,3.0,3.2,2.8,2.9
The-Ivy-Collection,2021,3.3,2.4,2.8,3.0,2.8,3.1
The-London-Clinic,2016,2.0,3.0,2.0,2.0,3.5,1.5
The-London-Clinic,2017,3.0,2.7,3.0,3.0,2.7,2.7
The-London-Clinic,2018,3.0,2.9,3.3,2.6,2.3,2.3
The-London-Clinic,2019,3.9,4.0,3.5,3.4,3.7,3.4
The-London-Clinic,2020,4.0,4.0,4.1,3.7,3.9,4.1
The-London-Clinic,2021,4.1,4.4,4.7,4.2,4.1,4.6
The-National-Gallery,2016,1.0,1.0,,1.0,2.0,1.0
The-National-Gallery,2017,3.5,4.5,4.0,2.0,3.0,2.0
The-National-Gallery,2018,3.6,3.0,3.2,2.4,2.2,2.8
The-National-Gallery,2019,2.5,3.5,2.0,2.0,1.5,3.0
The-National-Gallery,2020,5.0,4.0,5.0,5.0,5.0,5.0
The-National-Gallery,2021,4.5,4.5,5.0,3.0,3.0,4.0
The-Open-University,2010,3.0,3.0,,3.0,5.0,2.0
The-Open-University,2011,3.3,3.3,,3.0,3.7,3.0
The-Open-University,2012,5.0,5.0,4.0,3.0,3.0,4.0
The-Open-University,2013,3.0,4.0,3.0,2.3,2.0,2.0
The-Open-University,2014,4.2,3.5,4.3,3.2,3.5,3.3
The-Open-University,2015,3.6,3.9,3.8,2.9,3.7,2.8
The-Open-University,2016,3.3,3.5,3.2,2.6,3.3,2.4
The-Open-University,2017,3.1,3.6,3.2,2.6,3.3,2.3
The-Open-University,2018,3.6,3.8,3.5,3.2,3.5,2.2
The-Open-University,2019,3.9,4.1,4.0,3.3,3.7,3.3
The-Open-University,2020,4.1,3.8,3.9,3.7,3.7,3.4
The-Open-University,2021,3.9,4.2,3.8,3.4,3.7,3.2
The-Range,2014,1.5,1.5,1.0,1.0,1.0,1.0
The-Range,2015,2.5,2.6,2.0,2.3,1.8,1.8
The-Range,2016,2.2,2.0,1.8,2.3,1.7,1.9
The-Range,2017,1.4,1.9,1.5,1.6,1.6,1.6
The-Range,2018,2.2,2.2,2.1,2.1,1.9,2.1
The-Range,2019,2.1,2.4,2.0,2.1,1.7,2.0
The-Range,2020,2.3,2.3,1.9,2.1,1.8,1.9
The-Range,2021,2.5,2.3,2.2,2.3,1.9,2.1
The-Royal-Marsden-NHS-Foundation-Trust,2015,3.0,3.2,3.2,2.5,2.8,3.2
The-Royal-Marsden-NHS-Foundation-Trust,2016,4.0,3.7,3.0,2.7,3.0,3.3
The-Royal-Marsden-NHS-Foundation-Trust,2017,3.4,2.4,3.0,2.7,2.7,2.4
The-Royal-Marsden-NHS-Foundation-Trust,2018,2.9,3.1,3.2,3.2,3.4,2.8
The-Royal-Marsden-NHS-Foundation-Trust,2019,3.9,4.0,3.9,3.6,3.9,3.6
The-Royal-Marsden-NHS-Foundation-Trust,2020,4.0,3.7,3.8,3.9,3.5,3.6
The-Royal-Marsden-NHS-Foundation-Trust,2021,4.0,4.1,4.2,3.8,2.9,3.3
The-Salvation-Army,2008,3.5,4.0,,3.4,3.4,2.9
The-Salvation-Army,2009,2.5,3.4,,2.5,2.8,2.2
The-Salvation-Army,2010,2.6,3.2,,2.4,2.6,2.5
The-Salvation-Army,2011,2.9,3.1,,2.2,2.6,2.6
The-Salvation-Army,2012,2.9,3.3,3.3,2.6,2.4,2.5
The-Salvation-Army,2013,3.1,3.3,3.1,2.6,2.7,2.5
The-Salvation-Army,2014,3.2,3.3,3.3,2.7,2.7,2.7
The-Salvation-Army,2015,3.2,3.1,3.3,2.6,2.8,2.5
The-Salvation-Army,2016,3.4,3.3,3.5,2.8,2.7,2.8
The-Salvation-Army,2017,3.3,3.3,3.4,2.7,2.8,2.7
The-Salvation-Army,2018,3.2,3.2,3.4,2.6,2.6,2.8
The-Salvation-Army,2019,3.3,3.3,3.4,2.8,2.8,2.7
The-Salvation-Army,2020,3.4,3.4,3.4,3.0,2.9,2.9
The-Salvation-Army,2021,3.4,3.3,3.4,2.9,3.1,2.9
The-Survey-Association,2012,5.0,2.0,5.0,4.0,4.0,4.0
The-Survey-Association,2016,5.0,3.0,4.0,5.0,3.0,2.0
The-Survey-Association,2020,5.0,5.0,5.0,5.0,5.0,5.0
The-White-Company,2013,3.0,2.3,3.3,2.7,2.7,3.3
The-White-Company,2014,4.0,3.2,4.2,3.5,4.0,3.2
The-White-Company,2015,3.0,2.2,3.0,2.6,3.5,3.0
The-White-Company,2016,3.2,2.6,3.4,3.1,3.3,2.8
The-White-Company,2017,3.4,3.3,3.1,3.1,3.2,2.9
The-White-Company,2018,2.8,2.7,2.8,2.3,2.4,2.4
The-White-Company,2019,3.0,2.4,2.7,2.5,2.6,2.1
The-White-Company,2020,3.6,3.2,3.4,3.0,3.2,3.1
The-White-Company,2021,3.7,3.3,3.5,3.2,3.6,3.2
Thomas-Cook,2009,2.0,2.0,,2.0,2.0,2.0
Thomas-Cook,2010,3.5,3.0,,3.2,3.8,3.0
Thomas-Cook,2011,2.2,3.0,,2.6,2.6,2.2
Thomas-Cook,2012,3.5,2.6,3.2,3.4,3.1,3.0
Thomas-Cook,2013,3.4,3.8,3.6,3.3,2.9,3.1
Thomas-Cook,2014,2.8,3.1,2.8,2.5,2.6,2.4
Thomas-Cook,2015,3.1,3.1,3.1,2.9,3.1,2.6
Thomas-Cook,2016,3.0,2.8,2.7,2.6,2.5,2.3
Thomas-Cook,2017,3.4,3.2,3.6,3.2,3.0,2.9
Thomas-Cook,2018,3.4,3.2,3.6,3.3,3.1,3.2
Thomas-Cook,2019,3.7,3.6,3.6,3.4,3.4,2.8
Thomas-Cook,2020,3.7,3.6,3.7,3.3,3.6,3.1
Thomas-Cook,2021,3.8,3.6,3.8,3.4,3.4,3.2
Thomson-Reuters,2008,3.2,3.6,,3.0,3.1,2.9
Thomson-Reuters,2009,3.1,3.6,,2.9,3.1,2.6
Thomson-Reuters,2010,3.1,3.7,,2.7,3.0,2.7
Thomson-Reuters,2011,3.2,3.7,,2.8,3.0,2.7
Thomson-Reuters,2012,3.3,3.6,3.5,2.9,3.1,2.8
Thomson-Reuters,2013,3.2,3.7,3.3,2.9,3.1,2.6
Thomson-Reuters,2014,3.3,3.7,3.3,3.0,3.2,2.6
Thomson-Reuters,2015,3.4,3.8,3.5,3.1,3.2,2.9
Thomson-Reuters,2016,3.5,3.9,3.6,3.1,3.2,2.9
Thomson-Reuters,2017,3.7,4.0,3.7,3.2,3.5,3.1
Thomson-Reuters,2018,3.8,4.1,3.9,3.4,3.5,3.3
Thomson-Reuters,2019,3.7,4.0,3.8,3.3,3.5,3.1
Thomson-Reuters,2020,4.1,4.3,4.2,3.8,3.9,3.7
Thomson-Reuters,2021,4.0,4.2,4.1,3.6,3.7,3.5
Time-Etc,2016,4.0,4.2,4.2,3.5,4.0,4.0
Time-Etc,2017,4.9,4.8,4.9,4.8,4.5,4.9
Time-Etc,2018,5.0,5.0,5.0,5.0,5.0,5.0
Time-Etc,2019,4.9,4.6,4.9,4.8,4.7,5.0
Time-Etc,2020,4.7,4.6,4.4,4.6,3.8,4.8
Time-Etc,2021,4.9,4.9,4.9,4.9,4.4,4.9
Topshop,2009,2.0,3.0,,2.0,2.0,3.0
Topshop,2011,3.0,2.7,,3.3,3.3,2.0
Topshop,2012,3.8,3.0,4.0,3.4,3.1,3.8
Topshop,2013,3.1,3.0,3.4,2.6,3.0,2.5
Topshop,2014,3.0,2.9,3.2,2.8,2.8,2.8
Topshop,2015,3.0,2.9,2.9,2.5,2.7,2.6
Topshop,2016,3.2,3.1,3.1,2.8,3.0,2.8
Topshop,2017,3.0,2.9,2.8,2.6,2.6,2.4
Topshop,2018,3.2,3.1,3.0,2.9,2.9,2.8
Topshop,2019,3.3,3.2,3.0,2.8,2.9,2.7
Topshop,2020,3.5,3.2,3.0,2.7,2.9,2.9
Topshop,2021,3.6,3.4,3.4,2.9,2.8,3.1
Tower-Hamlets-Council,2012,4.0,3.0,4.5,4.0,4.0,3.5
Tower-Hamlets-Council,2013,2.0,3.0,2.0,3.0,2.0,2.0
Tower-Hamlets-Council,2015,3.0,3.0,3.0,1.5,3.0,2.5
Tower-Hamlets-Council,2016,2.2,2.5,2.2,1.8,2.8,2.0
Tower-Hamlets-Council,2017,3.9,3.7,3.7,3.2,2.7,2.8
Tower-Hamlets-Council,2018,3.0,3.3,2.7,2.7,2.7,2.0
Tower-Hamlets-Council,2019,3.4,3.3,2.8,2.5,3.3,2.5
Tower-Hamlets-Council,2020,3.7,3.9,3.8,3.2,3.5,3.7
Tower-Hamlets-Council,2021,3.6,2.7,2.8,3.3,3.2,2.7
Transport-for-London,2008,3.0,5.0,,2.0,5.0,1.0
Transport-for-London,2009,3.0,5.0,,3.0,3.0,2.0
Transport-for-London,2010,3.7,4.0,,2.3,3.0,2.3
Transport-for-London,2011,3.0,3.3,,2.3,2.7,2.0
Transport-for-London,2012,3.1,3.5,2.9,2.7,2.8,2.1
Transport-for-London,2013,3.3,3.5,3.2,3.7,3.7,2.5
Transport-for-London,2014,3.7,4.2,3.2,3.0,4.2,2.6
Transport-for-London,2015,3.4,3.4,2.9,3.1,3.9,2.6
Transport-for-London,2016,3.4,3.8,3.2,3.2,3.6,2.8
Transport-for-London,2017,3.6,4.0,3.4,3.3,3.9,2.8
Transport-for-London,2018,3.7,3.9,3.5,3.5,4.0,3.0
Transport-for-London,2019,3.8,4.1,3.7,3.4,4.0,3.1
Transport-for-London,2020,3.9,4.1,3.7,3.4,4.1,3.3
Transport-for-London,2021,4.0,3.9,3.8,3.5,4.0,3.2
Travelodge-Hotels-UK,2009,2.0,3.0,,2.0,2.0,2.0
Travelodge-Hotels-UK,2012,5.0,5.0,5.0,5.0,5.0,5.0
Travelodge-Hotels-UK,2013,2.3,4.0,4.5,3.0,3.0,3.0
Travelodge-Hotels-UK,2014,2.0,1.9,1.7,2.2,1.3,1.9
Travelodge-Hotels-UK,2015,3.6,3.3,3.4,3.6,3.0,3.6
Travelodge-Hotels-UK,2016,2.6,2.7,2.5,2.8,2.5,2.5
Travelodge-Hotels-UK,2017,3.0,3.0,3.1,3.3,3.1,2.7
Travelodge-Hotels-UK,2018,3.9,3.6,3.9,4.0,3.7,3.7
Travelodge-Hotels-UK,2019,4.0,3.7,4.0,4.0,3.8,3.9
Travelodge-Hotels-UK,2020,3.5,3.1,3.4,3.4,3.2,3.3
Travelodge-Hotels-UK,2021,3.1,3.0,3.1,2.9,2.8,3.0
UHMBT,2015,5.0,5.0,5.0,4.0,3.0,5.0
UHMBT,2016,4.5,4.0,4.5,4.5,4.5,4.0
UHMBT,2017,3.0,2.7,2.0,2.7,3.0,2.3
UHMBT,2019,3.0,4.0,3.0,3.0,3.0,3.0
UHMBT,2020,4.3,4.0,4.5,3.0,3.5,4.5
UHMBT,2021,4.6,4.1,4.4,4.1,4.1,4.0
UK-Atomic-Energy-Authority,2013,3.0,4.5,4.0,3.0,2.5,2.5
UK-Atomic-Energy-Authority,2016,4.0,5.0,4.0,4.0,2.0,2.0
UK-Atomic-Energy-Authority,2018,5.0,4.0,5.0,4.0,3.5,4.5
UK-Atomic-Energy-Authority,2019,3.2,3.2,2.8,2.9,2.9,3.0
UK-Atomic-Energy-Authority,2020,3.4,3.9,3.6,3.0,2.7,3.2
UK-Atomic-Energy-Authority,2021,3.3,3.8,3.0,2.4,2.0,2.4
UK-Border-Agency,2009,2.0,3.0,,1.0,3.0,1.0
UK-Border-Agency,2012,5.0,2.0,2.0,4.0,4.0,1.0
UK-Border-Agency,2014,3.0,2.0,2.0,3.0,2.0,1.0
UK-Border-Agency,2015,3.5,2.5,2.5,2.5,3.0,3.0
UK-Border-Agency,2016,1.0,2.0,2.0,1.0,3.0,1.0
UK-Border-Agency,2017,5.0,,,,,
UK-Border-Agency,2018,2.3,3.3,1.7,2.3,2.3,2.7
UK-Border-Agency,2019,3.5,2.0,2.5,2.5,3.0,2.5
UK-Border-Agency,2020,2.5,3.0,3.0,3.0,4.0,2.0
UK-Border-Agency,2021,5.0,1.0,5.0,5.0,5.0,5.0
UK-Ministry-of-Defence,2009,4.0,4.5,,3.0,2.5,3.0
UK-Ministry-of-Defence,2010,3.8,4.0,,3.2,2.8,3.2
UK-Ministry-of-Defence,2011,2.3,2.7,,2.0,3.0,1.3
UK-Ministry-of-Defence,2012,4.1,3.6,4.3,3.4,3.6,3.2
UK-Ministry-of-Defence,2013,3.8,3.4,4.0,3.5,3.5,3.2
UK-Ministry-of-Defence,2014,3.6,3.7,3.7,3.4,3.6,2.7
UK-Ministry-of-Defence,2015,3.8,3.4,3.6,3.4,3.4,2.7
UK-Ministry-of-Defence,2016,3.5,3.2,3.4,3.5,3.0,2.7
UK-Ministry-of-Defence,2017,3.3,3.7,3.2,3.3,3.1,2.6
UK-Ministry-of-Defence,2018,3.4,3.5,3.3,3.3,2.9,2.5
UK-Ministry-of-Defence,2019,3.5,3.8,3.3,3.5,3.2,2.6
UK-Ministry-of-Defence,2020,3.8,3.6,3.8,3.8,3.6,3.2
UK-Ministry-of-Defence,2021,4.0,3.6,3.9,3.8,3.6,3.3
UKCIL,2020,3.0,3.0,3.0,2.0,1.0,3.0
Unilever,2008,3.6,3.5,,3.4,3.1,3.1
Unilever,2009,3.4,3.8,,3.1,3.2,3.2
Unilever,2010,3.6,3.5,,3.3,3.2,3.2
Unilever,2011,3.5,3.6,,3.2,3.4,3.5
Unilever,2012,3.9,3.4,4.0,3.5,3.5,3.4
Unilever,2013,3.7,3.2,3.8,3.3,3.4,3.1
Unilever,2014,3.6,3.3,3.8,3.3,3.5,3.2
Unilever,2015,3.8,3.4,3.8,3.4,3.5,3.2
Unilever,2016,3.9,3.5,4.0,3.5,3.6,3.4
Unilever,2017,3.9,3.6,4.0,3.5,3.6,3.4
Unilever,2018,4.0,3.6,4.0,3.6,3.7,3.5
Unilever,2019,3.9,3.5,4.0,3.6,3.7,3.4
Unilever,2020,4.1,3.7,4.2,3.7,3.8,3.6
Unilever,2021,4.1,3.6,4.2,3.6,3.8,3.6
United-Utilities,2012,5.0,5.0,5.0,5.0,4.0,4.0
United-Utilities,2014,4.2,4.2,3.6,4.4,4.6,2.4
United-Utilities,2015,3.0,4.0,3.2,3.0,3.2,3.0
United-Utilities,2016,3.0,3.2,3.2,2.4,3.4,2.5
United-Utilities,2017,3.8,4.1,4.1,4.0,4.3,3.7
United-Utilities,2018,3.2,3.2,2.5,2.8,3.4,2.3
United-Utilities,2019,4.3,4.3,4.2,4.2,4.6,3.9
United-Utilities,2020,4.4,4.0,4.3,4.0,4.6,3.7
United-Utilities,2021,4.4,4.1,4.5,3.8,4.5,4.0
Unity-Technologies,2012,3.0,4.0,4.0,3.0,2.0,3.0
Unity-Technologies,2013,4.3,4.3,4.3,3.3,2.3,3.7
Unity-Technologies,2014,3.7,4.3,3.7,2.7,2.0,3.0
Unity-Technologies,2015,3.6,3.7,3.6,3.4,3.2,3.1
Unity-Technologies,2016,4.1,4.2,4.1,4.0,4.2,3.6
Unity-Technologies,2017,4.7,4.6,4.7,4.4,4.5,4.4
Unity-Technologies,2018,3.5,3.4,3.6,3.3,3.4,3.2
Unity-Technologies,2019,3.8,4.1,3.8,3.5,3.7,3.4
Unity-Technologies,2020,4.5,4.4,4.6,4.3,4.4,4.3
Unity-Technologies,2021,4.2,4.4,4.5,3.9,4.3,4.0
University-College-London,2008,4.0,4.0,,4.0,4.0,3.0
University-College-London,2009,4.0,4.0,,3.0,4.0,3.5
University-College-London,2010,2.6,3.0,,2.2,2.2,2.8
University-College-London,2011,3.6,3.9,,3.1,3.3,2.7
University-College-London,2012,3.7,3.8,3.9,3.2,3.6,3.1
University-College-London,2013,4.2,4.2,3.8,3.8,3.2,3.5
University-College-London,2014,4.2,4.2,4.0,3.7,3.5,3.3
University-College-London,2015,4.0,3.5,4.1,3.5,3.2,3.2
University-College-London,2016,3.8,3.8,3.9,3.5,3.2,3.1
University-College-London,2017,3.8,3.8,3.8,3.4,3.2,3.0
University-College-London,2018,3.7,3.5,3.7,3.5,3.0,3.2
University-College-London,2019,4.0,3.8,3.9,3.7,3.5,3.4
University-College-London,2020,4.3,3.8,4.0,4.1,3.6,3.6
University-College-London,2021,4.2,3.9,4.1,3.9,3.4,3.7
University-College-London-Hospitals,2014,2.5,2.0,2.0,2.0,2.0,2.0
University-College-London-Hospitals,2015,2.6,3.2,2.0,1.8,2.5,1.8
University-College-London-Hospitals,2016,3.2,3.5,3.5,3.0,2.7,2.8
University-College-London-Hospitals,2017,4.1,3.5,3.9,4.2,3.5,3.4
University-College-London-Hospitals,2018,2.8,3.3,3.2,3.0,3.1,2.9
University-College-London-Hospitals,2019,3.7,3.2,3.8,3.8,3.2,3.5
University-College-London-Hospitals,2020,3.8,3.7,3.9,3.3,3.3,3.4
